file,class,method,variable,usage
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,"TimeTableXYDataset/2[java.util.TimeZone,java.util.Locale]",workingCalendar,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,"TimeTableXYDataset/2[java.util.TimeZone,java.util.Locale]",xPosition,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,"TimeTableXYDataset/2[java.util.TimeZone,java.util.Locale]",values,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,getDomainIsPointsInTime/0,domainIsPointsInTime,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,clear/0,values,2
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,hashCode/0,xPosition,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,hashCode/0,workingCalendar,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,hashCode/0,values,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,hashCode/0,domainIsPointsInTime,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,clone/0,workingCalendar,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,clone/0,values,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,"getEndXValue/2[int,int]",values,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,setDomainIsPointsInTime/1[boolean],domainIsPointsInTime,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,getXPosition/0,xPosition,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,"getStartXValue/2[int,int]",values,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,getXValue/1[org.jfree.data.time.TimePeriod],xPosition,3
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,"getXValue/2[int,int]",values,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,"remove/3[org.jfree.data.time.TimePeriod,java.lang.Comparable,boolean]",values,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,getTimePeriod/1[int],values,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,getSeriesCount/0,values,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,getItemCount/0,values,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,setXPosition/1[org.jfree.data.time.TimePeriodAnchor],xPosition,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,"getY/2[int,int]",values,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,getSeriesKey/1[int],values,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,"add/4[org.jfree.data.time.TimePeriod,java.lang.Number,java.lang.Comparable,boolean]",workingCalendar,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,"add/4[org.jfree.data.time.TimePeriod,java.lang.Number,java.lang.Comparable,boolean]",values,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,getDomainBounds/1[boolean],values,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,getDomainBounds/1[boolean],domainIsPointsInTime,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,equals/1[java.lang.Object],xPosition,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,equals/1[java.lang.Object],workingCalendar,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,equals/1[java.lang.Object],values,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\time\TimeTableXYDataset.java,org.jfree.data.time.TimeTableXYDataset,equals/1[java.lang.Object],domainIsPointsInTime,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,getUseFillPaint/0,useFillPaint,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,setGuideLinePaint/1[java.awt.Paint],guideLinePaint,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,writeObject/1[java.io.ObjectOutputStream],guideLineStroke,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,writeObject/1[java.io.ObjectOutputStream],guideLinePaint,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,XYShapeRenderer/0,paintScale,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,XYShapeRenderer/0,guideLineStroke,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,XYShapeRenderer/0,useOutlinePaint,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,XYShapeRenderer/0,guideLinePaint,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,XYShapeRenderer/0,useFillPaint,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,XYShapeRenderer/0,drawOutlines,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,XYShapeRenderer/0,guideLinesVisible,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,setPaintScale/1[org.jfree.chart.renderer.PaintScale],paintScale,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,"drawItem/12[java.awt.Graphics2D,org.jfree.chart.renderer.xy.XYItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo,org.jfree.chart.plot.XYPlot,org.jfree.chart.axis.ValueAxis,org.jfree.chart.axis.ValueAxis,org.jfree.chart.renderer.xy.XYDataset,int,int,org.jfree.chart.plot.CrosshairState,int]",guideLineStroke,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,"drawItem/12[java.awt.Graphics2D,org.jfree.chart.renderer.xy.XYItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo,org.jfree.chart.plot.XYPlot,org.jfree.chart.axis.ValueAxis,org.jfree.chart.axis.ValueAxis,org.jfree.chart.renderer.xy.XYDataset,int,int,org.jfree.chart.plot.CrosshairState,int]",guideLinePaint,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,"drawItem/12[java.awt.Graphics2D,org.jfree.chart.renderer.xy.XYItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo,org.jfree.chart.plot.XYPlot,org.jfree.chart.axis.ValueAxis,org.jfree.chart.axis.ValueAxis,org.jfree.chart.renderer.xy.XYDataset,int,int,org.jfree.chart.plot.CrosshairState,int]",drawOutlines,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,"drawItem/12[java.awt.Graphics2D,org.jfree.chart.renderer.xy.XYItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo,org.jfree.chart.plot.XYPlot,org.jfree.chart.axis.ValueAxis,org.jfree.chart.axis.ValueAxis,org.jfree.chart.renderer.xy.XYDataset,int,int,org.jfree.chart.plot.CrosshairState,int]",guideLinesVisible,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,getGuideLinePaint/0,guideLinePaint,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,clone/0,paintScale,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,getPaintScale/0,paintScale,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,"getPaint/3[org.jfree.chart.renderer.xy.XYDataset,int,int]",paintScale,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,"getPaint/3[org.jfree.chart.renderer.xy.XYDataset,int,int]",useFillPaint,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,getDrawOutlines/0,drawOutlines,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,equals/1[java.lang.Object],paintScale,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,equals/1[java.lang.Object],guideLineStroke,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,equals/1[java.lang.Object],useOutlinePaint,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,equals/1[java.lang.Object],guideLinePaint,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,equals/1[java.lang.Object],useFillPaint,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,equals/1[java.lang.Object],drawOutlines,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,equals/1[java.lang.Object],guideLinesVisible,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,setGuideLineStroke/1[java.awt.Stroke],guideLineStroke,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,setDrawOutlines/1[boolean],drawOutlines,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,isGuideLinesVisible/0,guideLinesVisible,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,setUseFillPaint/1[boolean],useFillPaint,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,setUseOutlinePaint/1[boolean],useOutlinePaint,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,setGuideLinesVisible/1[boolean],guideLinesVisible,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,getUseOutlinePaint/0,useOutlinePaint,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,getGuideLineStroke/0,guideLineStroke,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,readObject/1[java.io.ObjectInputStream],guideLineStroke,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,org.jfree.chart.renderer.xy.XYShapeRenderer,readObject/1[java.io.ObjectInputStream],guideLinePaint,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,"setAttributedLabel/2[int,java.text.AttributedString]",attributedLabels,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,StandardPieSectionLabelGenerator/1[java.util.Locale],DEFAULT_SECTION_LABEL_FORMAT,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,equals/1[java.lang.Object],attributedLabels,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,"StandardPieSectionLabelGenerator/3[java.lang.String,java.text.NumberFormat,java.text.NumberFormat]",attributedLabels,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,getAttributedLabel/1[int],attributedLabels,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,hashCode/0,attributedLabels,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,StandardPieSectionLabelGenerator/0,DEFAULT_SECTION_LABEL_FORMAT,2
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,org.jfree.chart.labels.StandardPieSectionLabelGenerator,clone/0,attributedLabels,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\VectorRenderer.java,org.jfree.chart.renderer.xy.VectorRenderer,equals/1[java.lang.Object],baseLength,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\VectorRenderer.java,org.jfree.chart.renderer.xy.VectorRenderer,equals/1[java.lang.Object],headLength,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\VectorRenderer.java,org.jfree.chart.renderer.xy.VectorRenderer,"drawItem/12[java.awt.Graphics2D,org.jfree.chart.renderer.xy.XYItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo,org.jfree.chart.plot.XYPlot,org.jfree.chart.axis.ValueAxis,org.jfree.chart.axis.ValueAxis,org.jfree.chart.renderer.xy.XYDataset,int,int,org.jfree.chart.plot.CrosshairState,int]",baseLength,2
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\VectorRenderer.java,org.jfree.chart.renderer.xy.VectorRenderer,"drawItem/12[java.awt.Graphics2D,org.jfree.chart.renderer.xy.XYItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotRenderingInfo,org.jfree.chart.plot.XYPlot,org.jfree.chart.axis.ValueAxis,org.jfree.chart.axis.ValueAxis,org.jfree.chart.renderer.xy.XYDataset,int,int,org.jfree.chart.plot.CrosshairState,int]",headLength,2
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,equals/1[java.lang.Object],labelAnchor,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,equals/1[java.lang.Object],label,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,equals/1[java.lang.Object],category,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,getLabelAnchor/0,labelAnchor,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,getCategory/0,category,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,getLabel/0,label,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,hashCode/0,labelAnchor,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,hashCode/0,label,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,hashCode/0,category,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,"CategoryTick/5[java.lang.Comparable<?>,org.jfree.chart.axis.TextBlock,org.jfree.chart.axis.TextBlockAnchor,org.jfree.chart.axis.TextAnchor,double]",labelAnchor,4
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,"CategoryTick/5[java.lang.Comparable<?>,org.jfree.chart.axis.TextBlock,org.jfree.chart.axis.TextBlockAnchor,org.jfree.chart.axis.TextAnchor,double]",label,4
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\axis\CategoryTick.java,org.jfree.chart.axis.CategoryTick,"CategoryTick/5[java.lang.Comparable<?>,org.jfree.chart.axis.TextBlock,org.jfree.chart.axis.TextBlockAnchor,org.jfree.chart.axis.TextAnchor,double]",category,4
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\plot\ValueMarker.java,org.jfree.chart.plot.ValueMarker,ValueMarker/1[double],value,4
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\plot\ValueMarker.java,org.jfree.chart.plot.ValueMarker,"ValueMarker/3[double,java.awt.Paint,java.awt.Stroke]",value,3
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\plot\ValueMarker.java,org.jfree.chart.plot.ValueMarker,equals/1[java.lang.Object],value,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\plot\ValueMarker.java,org.jfree.chart.plot.ValueMarker,setValue/1[double],value,4
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\plot\ValueMarker.java,org.jfree.chart.plot.ValueMarker,"ValueMarker/6[double,java.awt.Paint,java.awt.Stroke,java.awt.Paint,java.awt.Stroke,float]",value,4
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\plot\ValueMarker.java,org.jfree.chart.plot.ValueMarker,getValue/0,value,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\DeviationRenderer.java,org.jfree.chart.renderer.xy.DeviationRenderer$State,State/1[org.jfree.chart.plot.PlotRenderingInfo],upperCoordinates,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\DeviationRenderer.java,org.jfree.chart.renderer.xy.DeviationRenderer$State,State/1[org.jfree.chart.plot.PlotRenderingInfo],lowerCoordinates,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\encoders\SunJPEGEncoderAdapter.java,org.jfree.chart.encoders.SunJPEGEncoderAdapter,"encode/2[java.awt.image.BufferedImage,java.io.OutputStream]",quality,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\encoders\SunJPEGEncoderAdapter.java,org.jfree.chart.encoders.SunJPEGEncoderAdapter,setQuality/1[float],quality,6
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\encoders\SunJPEGEncoderAdapter.java,org.jfree.chart.encoders.SunJPEGEncoderAdapter,getQuality/0,quality,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\BubbleXYItemLabelGenerator.java,org.jfree.chart.labels.BubbleXYItemLabelGenerator,"BubbleXYItemLabelGenerator/4[java.lang.String,java.text.NumberFormat,java.text.NumberFormat,java.text.NumberFormat]",zFormat,5
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\BubbleXYItemLabelGenerator.java,org.jfree.chart.labels.BubbleXYItemLabelGenerator,hashCode/0,zDateFormat,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\BubbleXYItemLabelGenerator.java,org.jfree.chart.labels.BubbleXYItemLabelGenerator,hashCode/0,zFormat,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\BubbleXYItemLabelGenerator.java,org.jfree.chart.labels.BubbleXYItemLabelGenerator,BubbleXYItemLabelGenerator/0,DEFAULT_FORMAT_STRING,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\BubbleXYItemLabelGenerator.java,org.jfree.chart.labels.BubbleXYItemLabelGenerator,getZFormat/0,zFormat,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\BubbleXYItemLabelGenerator.java,org.jfree.chart.labels.BubbleXYItemLabelGenerator,"BubbleXYItemLabelGenerator/4[java.lang.String,java.text.DateFormat,java.text.DateFormat,java.text.DateFormat]",zDateFormat,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\BubbleXYItemLabelGenerator.java,org.jfree.chart.labels.BubbleXYItemLabelGenerator,"BubbleXYItemLabelGenerator/4[java.lang.String,java.text.DateFormat,java.text.DateFormat,java.text.DateFormat]",zFormat,4
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\BubbleXYItemLabelGenerator.java,org.jfree.chart.labels.BubbleXYItemLabelGenerator,getZDateFormat/0,zDateFormat,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\BubbleXYItemLabelGenerator.java,org.jfree.chart.labels.BubbleXYItemLabelGenerator,"createItemArray/3[org.jfree.chart.labels.XYZDataset,int,int]",zDateFormat,2
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\BubbleXYItemLabelGenerator.java,org.jfree.chart.labels.BubbleXYItemLabelGenerator,"createItemArray/3[org.jfree.chart.labels.XYZDataset,int,int]",zFormat,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\BubbleXYItemLabelGenerator.java,org.jfree.chart.labels.BubbleXYItemLabelGenerator,equals/1[java.lang.Object],zDateFormat,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\labels\BubbleXYItemLabelGenerator.java,org.jfree.chart.labels.BubbleXYItemLabelGenerator,equals/1[java.lang.Object],zFormat,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\data\resources\DataPackageResources.java,org.jfree.data.resources.DataPackageResources,getContents/0,CONTENTS,1
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultLogAxisEditor.java,org.jfree.chart.swing.editor.DefaultLogAxisEditor,validateTickUnit/0,manualTickUnit,2
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultLogAxisEditor.java,org.jfree.chart.swing.editor.DefaultLogAxisEditor,validateTickUnit/0,manualTickUnitValue,3
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultLogAxisEditor.java,org.jfree.chart.swing.editor.DefaultLogAxisEditor,createTickUnitPanel/0,manualTickUnit,6
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultLogAxisEditor.java,org.jfree.chart.swing.editor.DefaultLogAxisEditor,createTickUnitPanel/0,manualTickUnitValue,1
