location,package,name,nvloc,cloc,cd
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\block\BlockFrame.java,org.jfree.chart.block,BlockFrame,60,40,0.6666666666666666
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\block\BlockParams.java,org.jfree.chart.block,BlockParams,125,43,0.344
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\block\BlockResult.java,org.jfree.chart.block,BlockResult,72,43,0.5972222222222222
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\block\BorderArrangement.java,org.jfree.chart.block,BorderArrangement,511,39,0.07632093933463796
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\block\CenterArrangement.java,org.jfree.chart.block,CenterArrangement,300,38,0.12666666666666668
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\block\ColorBlock.java,org.jfree.chart.block,ColorBlock,175,38,0.21714285714285714
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\block\ColumnArrangement.java,org.jfree.chart.block,ColumnArrangement,356,38,0.10674157303370786
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\block\EmptyBlock.java,org.jfree.chart.block,EmptyBlock,111,38,0.34234234234234234
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\block\EntityBlockParams.java,org.jfree.chart.block,EntityBlockParams,54,44,0.8148148148148148
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\block\EntityBlockResult.java,org.jfree.chart.block,EntityBlockResult,53,43,0.8113207547169812
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\block\FlowArrangement.java,org.jfree.chart.block,FlowArrangement,411,38,0.09245742092457421
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\block\GridArrangement.java,org.jfree.chart.block,GridArrangement,408,38,0.09313725490196079
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\block\LabelBlock.java,org.jfree.chart.block,LabelBlock,383,38,0.09921671018276762
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\block\LengthConstraintType.java,org.jfree.chart.block,LengthConstraintType,52,43,0.8269230769230769
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\block\LineBorder.java,org.jfree.chart.block,LineBorder,214,38,0.17757009345794392
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\block\package-info.java,org.jfree.chart.block,package-info,4,3,0.75
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\block\RectangleConstraint.java,org.jfree.chart.block,RectangleConstraint,320,39,0.121875
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\block\Size2D.java,org.jfree.chart.block,Size2D,156,33,0.21153846153846154
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\ChartColor.java,org.jfree.chart,ChartColor,149,40,0.2684563758389262
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\ChartElement.java,org.jfree.chart,ChartElement,49,39,0.7959183673469388
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\ChartElementVisitor.java,org.jfree.chart,ChartElementVisitor,49,38,0.7755102040816326
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\ChartFactory.java,org.jfree.chart,ChartFactory,1887,47,0.02490726020137785
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\ChartHints.java,org.jfree.chart,ChartHints,98,42,0.42857142857142855
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\ChartRenderingInfo.java,org.jfree.chart,ChartRenderingInfo,231,48,0.2077922077922078
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\ChartTheme.java,org.jfree.chart,ChartTheme,51,42,0.8235294117647058
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\ChartTransferable.java,org.jfree.chart,ChartTransferable,232,38,0.16379310344827586
C:\Users\leade\Desktop\jfreechart-master\src\main\java\org\jfree\chart\ChartUtils.java,org.jfree.chart,ChartUtils,631,44,0.06973058637083994
